FINESS;Raison sociale;Commune;Statut Juridique;Région
260016993;260016993 - AGDUC CENTRE DE DIALYSE PIERRELATTE;PIERRELATTE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
260017454;260017454 - DIEULEFIT SANTE;DIEULEFIT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
260020078;260020078 - SERVICE NEUROCHIRURGIE - CHU42;VALENCE;Public;84 - Auvergne-Rhône-Alpes
260021688;260021688 - AGDUC VALENCE / PIERRE TEZIER;VALENCE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
260021795;260021795 - SSR LE SAFRAN LADAPT;VALENCE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
260023148;260023148 - HOPITAL DE JOUR LA REHAB;MONTELIMAR;Privé non lucratif;84 - Auvergne-Rhône-Alpes
270000045;270000045 - CH BERNAY;BERNAY;Public;28 - Normandie
270000326;270000326 - HOPITAL PRIVE PASTEUR;EVREUX;Privé lucratif;28 - Normandie
270000342;270000342 - INSTITUT MEDICAL SPECIALISE DE L'EURE;LOUVIERS;Privé lucratif;28 - Normandie
270000359;270000359 - CH EURE SEINE EVREUX;EVREUX;Public;28 - Normandie
270000367;270000367 - CH GISORS;GISORS;Public;28 - Normandie
270000391;270000391 - CH LOUVIERS CHI ELBEUF;LOUVIERS;Public;28 - Normandie
270000417;270000417 - CSMR L'HOSTREA;NOYERS;Privé non lucratif;28 - Normandie
270000425;270000425 - CH PONT-AUDEMER;PONT AUDEMER;Public;28 - Normandie
270000441;270000441 - CH VERNEUIL-SUR-AVRE;VERNEUIL D AVRE ET D ITON;Public;28 - Normandie
270000458;270000458 - CH VERNON CH EURE-SEINE;VERNON;Public;28 - Normandie
270000474;270000474 - CENTRE HOSPITALIER SAINT JACQUES;LES ANDELYS;Public;28 - Normandie
270000482;270000482 - CH BOURG ACHARD;BOURG ACHARD;Public;28 - Normandie
270000516;270000516 - HL LE NEUBOURG;LE NEUBOURG;Public;28 - Normandie
270000573;270000573 - NOUVEL HOPITAL DE NAVARRE;EVREUX;Public;28 - Normandie
270000862;270000862 - CLINIQUE BERGOUIGNAN;EVREUX;Privé lucratif;28 - Normandie
270000870;270000870 - CLINIQUE LES BRUYERES;BROSVILLE;Privé lucratif;28 - Normandie
270000896;270000896 - LADAPT EURE;SAINT ANDRE DE L EURE;Privé non lucratif;28 - Normandie
270000912;270000912 - HOPITAL LA MUSSE;SAINT SEBASTIEN DE MORSENT;Privé non lucratif;28 - Normandie
270016058;270016058 - HAD EURE SEINE;EVREUX;Privé lucratif;28 - Normandie
270017338;270017338 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER;LOUVIERS;Privé non lucratif;28 - Normandie
270017379;270017379 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER;THIBERVILLE;Privé non lucratif;28 - Normandie
270017429;270017429 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER;SAINT MARCEL;Privé non lucratif;28 - Normandie
270017478;270017478 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER;EVREUX;Privé non lucratif;28 - Normandie
270021439;270021439 - CENTRE DE RADIOTHERAPIE D'EVREUX;EVREUX;Privé lucratif;28 - Normandie
270025984;270025984 - CLINIQUE LA MARE Ô DANS;LES DAMPS;Privé lucratif;28 - Normandie
270026107;270026107 - USLD CH EURE SEINE;EVREUX;Public;28 - Normandie
270027279;270027279 - CLINIQUE DES PORTES DE L'EURE;VERNON;Privé lucratif;28 - Normandie
270029416;270029416 - HAD CH DE LA RISLE PONT AUDEMER;PONT AUDEMER;Public;28 - Normandie
280000043;280000043 - CH CHARTRES - HÔTEL DIEU;CHARTRES;Public;24 - Centre-Val de Loire
280000050;280000050 - CH BONNEVAL;BONNEVAL;Public;24 - Centre-Val de Loire
280000084;280000084 - CH DREUX;DREUX;Public;24 - Centre-Val de Loire
280000100;280000100 - CH DE LA LOUPE;LA LOUPE;Public;24 - Centre-Val de Loire
280000266;280000266 - CRF BEAUROUVRE SITE DE BLANDAINVILLE;BLANDAINVILLE;Privé non lucratif;24 - Centre-Val de Loire
280000431;280000431 - KORIAN PARC DE GASVILLE;GASVILLE OISEME;Privé lucratif;24 - Centre-Val de Loire
280000449;280000449 - INSTITUT MEDICAL SPECIALISE;VERNOUILLET;Privé lucratif;24 - Centre-Val de Loire
280000662;280000662 - CH CHATEAUDUN;CHATEAUDUN;Public;24 - Centre-Val de Loire
280000696;280000696 - CH CHARTRES - VAL DE L'EURE;CHARTRES;Public;24 - Centre-Val de Loire
280001678;280001678 - ASSAD HAD D'EURE ET LOIR;CHARTRES;Privé non lucratif;24 - Centre-Val de Loire
280006594;280006594 - A.I.R.B.P. IRC NOGENT-LE-ROTROU;NOGENT LE ROTROU;Privé non lucratif;24 - Centre-Val de Loire
280007261;280007261 - HDJ CRF BEAUROUVRE SITE DU COUDRAY;LE COUDRAY;Privé non lucratif;24 - Centre-Val de Loire
280007295;280007295 - SATURNE (RADIOTHE) SITE CH CHARTRES;LE COUDRAY;Privé lucratif;24 - Centre-Val de Loire
280502741;280502741 - A.I.R.B.P IRC CHARTRES;MORANCEZ;Privé non lucratif;24 - Centre-Val de Loire
280502998;280502998 - CH NOGENT LE ROTROU - NOUVEL HÔPITAL;NOGENT LE ROTROU;Public;24 - Centre-Val de Loire
280503848;280503848 - A.I.R.B.P. IRC - DREUX;DREUX;Privé non lucratif;24 - Centre-Val de Loire
280504267;280504267 - CH CHARTRES LOUIS PASTEUR-LE COUDRAY;LE COUDRAY;Public;24 - Centre-Val de Loire
280504309;280504309 - A.I.R.B.P. IRC CHATEAUDUN;CHATEAUDUN;Privé non lucratif;24 - Centre-Val de Loire
280504689;280504689 - NEPHROCARE VERNOUILLET;VERNOUILLET;Privé lucratif;24 - Centre-Val de Loire
280505223;280505223 - INSTITUT DIABETOLOGIE NUTRITION CENTRE;MAINVILLIERS;Privé lucratif;24 - Centre-Val de Loire
280505264;280505264 - CLINIQUE LA BOISSIÈRE;NOGENT LE PHAYE;Privé lucratif;24 - Centre-Val de Loire
280505777;280505777 - HOPITAL PRIVE D'EURE ET LOIR;MAINVILLIERS;Privé lucratif;24 - Centre-Val de Loire
280506015;280506015 - LE C.A.L.M.E. ILLIERS COMBRAY;ILLIERS COMBRAY;Privé lucratif;24 - Centre-Val de Loire
290000025;290000025 - CHIC QUIMPER;QUIMPER;Public;53 - Bretagne
290000033;290000033 - C.H. DES PAYS DE MORLAIX;MORLAIX;Public;53 - Bretagne
290000058;290000058 - CHRU BREST SITE HOPITAL MORVAN;BREST;Public;53 - Bretagne
290000066;290000066 - CHIC SITE DE CONCARNEAU;CONCARNEAU;Public;53 - Bretagne
290000140;290000140 - CLINIQUE PASTEUR LANROZE;BREST;Privé lucratif;53 - Bretagne
290000173;290000173 - CH FERDINAND GRALL LANDERNEAU;LANDERNEAU;Public;53 - Bretagne
290000181;290000181 - CENTRE HOSPITALIER DOUARNENEZ;DOUARNENEZ;Public;53 - Bretagne
290000256;290000256 - CHRU BREST SITE HOPITAL DE CARHAIX;CARHAIX PLOUGUER;Public;53 - Bretagne
290000272;290000272 - CENTRE HOSPITALIER CROZON;CROZON;Public;53 - Bretagne
290000322;290000322 - CENTRE HOSPITALIER LESNEVEN;LESNEVEN;Public;53 - Bretagne
290000363;290000363 - CLINIQUE DE KERFRIDEN;CHATEAULIN;Privé lucratif;53 - Bretagne
290000371;290000371 - CLINIQUE LES GLENAN;BENODET;Privé lucratif;53 - Bretagne
290000389;290000389 - CENTRE HOSPITALIER LANMEUR;LANMEUR;Public;53 - Bretagne
290000553;290000553 - CH MORLAIX SITE DE PLOUGONVEN;PLOUGONVEN;Public;53 - Bretagne
290000686;290000686 - CENTRE DE SOINS DE SUITE DE KERAMPIR;BOHARS;Privé non lucratif;53 - Bretagne
290000728;290000728 - HOPITAL INSTR ARMEES CLERMONT-TONNERRE;BREST;Public;53 - Bretagne
290000736;290000736 - CLINIQUE DE L'IROISE;BOHARS;Privé lucratif;53 - Bretagne
290000744;290000744 - CLINIQUE PEN AN DALAR;GUIPAVAS;Privé lucratif;53 - Bretagne
290000785;290000785 - ETABLISSEMENT DE SOINS HOTEL DIEU;PONT L ABBE;Privé non lucratif;53 - Bretagne
290000827;290000827 - FONDATION ILDYS SITE DE TY-YANN;BREST;Privé non lucratif;53 - Bretagne
290000850;290000850 - CTRE NEPHROLOGIE B BRAUN AVITUM BREST;BREST;Privé lucratif;53 - Bretagne
290000918;290000918 - EPSM FINISTERE SUD SITE QUIMPER;QUIMPER;Public;53 - Bretagne
290000934;290000934 - GHBS - HOPITAL LA VILLENEUVE;QUIMPERLE;Public;53 - Bretagne
290000975;290000975 - FONDATION ILDYS SITE DE PERHARIDY;ROSCOFF;Privé non lucratif;53 - Bretagne
290000983;290000983 - FONDATION ILDYS SITE ST LUC;ROSCOFF;Privé non lucratif;53 - Bretagne
290001015;290001015 - CENTRE HOSPITALIER ST RENAN;SAINT RENAN;Public;53 - Bretagne
290002344;290002344 - POLE RÉADAPT DE CORNOUAILLE SAINT YVI;SAINT YVI;Privé non lucratif;53 - Bretagne
290003953;290003953 - CRF DE TREBOUL;DOUARNENEZ;Privé lucratif;53 - Bretagne
290003995;290003995 - GHBS - HOPITAL KERGLANCHARD;QUIMPERLE;Public;53 - Bretagne
290004142;290004142 - CLINIQUE DU GRAND LARGE;BREST;Privé lucratif;53 - Bretagne
290004324;290004324 - CHRU BREST SITE HOPITAL CAVALE BLANCHE;BREST;Public;53 - Bretagne
290004340;290004340 - CHRU BREST SITE HOPITAL BOHARS;BOHARS;Public;53 - Bretagne
290004365;290004365 - CHU BREST SITE GUILERS;GUILERS;Public;53 - Bretagne
290005131;290005131 - UNITE DIALYSE PLOURIN-LES-MORLAIX AUB;PLOURIN LES MORLAIX;Privé non lucratif;53 - Bretagne
290005172;290005172 - UNITE DIALYSE BREST LOSCOAT AUB;BREST;Privé non lucratif;53 - Bretagne
290005230;290005230 - UNITE DIALYSE DOUARNENEZ AUB SANTE;DOUARNENEZ;Privé non lucratif;53 - Bretagne
290007905;290007905 - AJD SSR PÉDIATRIQUE POLYVALENT;CROZON;Privé non lucratif;53 - Bretagne
290008853;290008853 - CTRE DE LONG SEJOUR - CH DOUARNENEZ;DOUARNENEZ;Public;53 - Bretagne
290014687;290014687 - GHBS USLD BOIS JOLY;QUIMPERLE;Public;53 - Bretagne
290017946;290017946 - CTRE LONG SEJOUR BOHARS - CHRU BREST;BOHARS;Public;53 - Bretagne
290018555;290018555 - UNITE DIALYSE PLOURIN ST FIACRE AUB;PLOURIN LES MORLAIX;Privé non lucratif;53 - Bretagne
290018563;290018563 - UNITE DIALYSE QUIMPER KERRADENNEC AUB;QUIMPER;Privé non lucratif;53 - Bretagne
290019777;290019777 - POLYCLINIQUE DE KERAUDREN;BREST;Privé lucratif;53 - Bretagne
290021070;290021070 - UNITE DIALYSE CONCARNEAU - AUB;CONCARNEAU;Privé non lucratif;53 - Bretagne
290023431;290023431 - SAS CLINIQUE DE LA BAIE;MORLAIX;Privé lucratif;53 - Bretagne
290023498;290023498 - CENTRE DE RADIOTHERAPIE CALIBREST;BREST;Privé lucratif;53 - Bretagne
290023779;290023779 - UNITE DIALYSE CARHAIX AUB;CARHAIX PLOUGUER;Privé non lucratif;53 - Bretagne
290023787;290023787 - UNITE DIALYSE LANDIVISIAU AUB SANTE;LANDIVISIAU;Privé non lucratif;53 - Bretagne
290023795;290023795 - UNITE DIALYSE LE FOLGOET - AUB;LE FOLGOET;Privé non lucratif;53 - Bretagne
290024462;290024462 - RESIDENCE KERFILY EPSM FINISTERE SUD;QUIMPER;Public;53 - Bretagne
290025113;290025113 - LONG SEJOUR TY CREAC'H - CHIC QUIMPER;QUIMPER;Public;53 - Bretagne
290025147;290025147 - LONG SEJOUR TI GLAZIG - CHIC QUIMPER;QUIMPER;Public;53 - Bretagne
290025337;290025337 - UNITE DIALYSE PONT L'ABBE AUB;PONT L ABBE;Privé non lucratif;53 - Bretagne
290028539;290028539 - UNITE DIALYSE LANDERNEAU AUB SANTE;LANDERNEAU;Privé non lucratif;53 - Bretagne
290029669;290029669 - UNITE DIALYSE QUIMPER AUB SANTE;QUIMPER;Privé non lucratif;53 - Bretagne
290029982;290029982 - SMUR SITE CH DOUARNENEZ - CHIC;DOUARNENEZ;Public;53 - Bretagne
290030808;290030808 - UNITE DIALYSE CROZON AUB SANTE;CROZON;Privé non lucratif;53 - Bretagne
290032028;290032028 - UNITE DIALYSE BREST QUESTEL AUB SANTE;BREST;Privé non lucratif;53 - Bretagne
290032655;290032655 - UNITE DIALYSE QUIMPERLE MELLAC AUB;MELLAC;Privé non lucratif;53 - Bretagne
290032838;290032838 - HAD DES PAYS DE MORLAIX;PLOURIN LES MORLAIX;Privé non lucratif;53 - Bretagne
290034610;290034610 - GHBS - HOPITAL BOIS JOLY;QUIMPERLE;Public;53 - Bretagne
290036375;290036375 - HAD DU PONANT SITE CLINIQUE GD LARGE;BREST;Privé lucratif;53 - Bretagne
290036466;290036466 - POLE READAPT DE CORNOUAILLE CONCARNEAU;CONCARNEAU;Privé non lucratif;53 - Bretagne
290036540;290036540 - CLIN MUTUALISTE BRETAGNE OCCIDENTALE;QUIMPER;Privé lucratif;53 - Bretagne
290036706;290036706 - INSTITUT DE RÉADAPTATION DU CAP HORN;LANDERNEAU;Privé lucratif;53 - Bretagne
290037548;290037548 - MAISON SAINT JOSEPH;QUIMPERLE;Privé non lucratif;53 - Bretagne
2A0000030;2A0000030 - CRF ET MAISON DE REPOS DU FINOSELLO;AJACCIO;Privé lucratif;94 - Corse
2A0000139;2A0000139 - HOPITAL PRIVE SUD CORSE;AJACCIO;Privé lucratif;94 - Corse
2A0000154;2A0000154 - CLINIQUE DU SUD DE LA CORSE;PORTO VECCHIO;Privé lucratif;94 - Corse
2A0000212;2A0000212 - HOPITAL LOCAL DE BONIFACIO;BONIFACIO;Public;94 - Corse
2A0000261;2A0000261 - CENTRE REPOS CONVALESCENCE;SARROLA CARCOPINO;Privé lucratif;94 - Corse
2A0000287;2A0000287 - CENTRE HOSPITALIER DE CASTELLUCCIO;AJACCIO;Public;94 - Corse
2A0001988;2A0001988 - HAD AJACCIO ET GRAND AJACCIO;AJACCIO;Privé non lucratif;94 - Corse
2A0002051;2A0002051 - CRF LES MOLINI;AJACCIO;Privé lucratif;94 - Corse
2A0002614;2A0002614 - CENTRE HOSPITALIER DE SARTENE;SARTENE;Public;94 - Corse
2A0003125;2A0003125 - ANTENNE DU SMUR SARTENE;SARTENE;Public;94 - Corse
2A0003133;2A0003133 - ANTENNE DU SMUR PORTO VECCHIO;PORTO VECCHIO;Public;94 - Corse
2A0003141;2A0003141 - ANTENNE DU SMUR BONIFACIO;BONIFACIO;Public;94 - Corse
2A0003174;2A0003174 - CENTRE D'AUTO DIALYSE;AJACCIO;Privé non lucratif;94 - Corse
2A0004842;2A0004842 - CH ND LA MISERICORDE;AJACCIO;Public;94 - Corse
2A0022554;2A0022554 - MAIS CONVAL ET REGIME VALICELLI;OCANA;Privé lucratif;94 - Corse
2A0023271;2A0023271 - USLD D' AJACCIO;AJACCIO;Public;94 - Corse
2B0000012;2B0000012 - CENTRE HOSPITALIER DE BASTIA;BASTIA;Public;94 - Corse
2B0000038;2B0000038 - CH CORTE;CORTE;Public;94 - Corse
2B0000079;2B0000079 - CLINIQUE DR FILIPPI;BASTIA;Privé lucratif;94 - Corse
2B0000145;2B0000145 - POLYCLINIQUE LA RESIDENCE MAYMARD;BASTIA;Privé lucratif;94 - Corse
2B0000392;2B0000392 - POLYCLINIQUE DE FURIANI;FURIANI;Privé lucratif;94 - Corse
2B0000400;2B0000400 - MAISON DE CONVALES LA PALMOLA;OLETTA;Privé lucratif;94 - Corse
2B0001739;2B0001739 - HAD DE CORSE;BASTIA;Privé non lucratif;94 - Corse
2B0003016;2B0003016 - CLINIQUE DU CAP;LURI;Privé lucratif;94 - Corse
2B0003099;2B0003099 - SARL CAP SANTE;BASTIA;Privé lucratif;94 - Corse
2B0003289;2B0003289 - HAD CENTRE RAOUL FRANCOIS MAYMARD;BASTIA;Privé lucratif;94 - Corse
2B0003420;2B0003420 - ANTENNE SMUR DE CALVI;CALVI;Public;94 - Corse
2B0003917;2B0003917 - CENTRE JOUR VILLA SAN ORNELLO;BORGO;Privé lucratif;94 - Corse
2B0004089;2B0004089 - USLD CENTRE HOSPITALIER BASTIA;BASTIA;Public;94 - Corse
2B0004113;2B0004113 - CLINIQUE SAN ORNELLO;BORGO;Privé lucratif;94 - Corse
2B0004212;2B0004212 - UNITE D'AUTODIALYSE ILE ROUSSE;L'ILE ROUSSE;Privé non lucratif;94 - Corse
2B0004584;2B0004584 - UNITE D'AUTODIALYSE DE CATERAGGIO;ALERIA;Privé lucratif;94 - Corse
2B0004907;2B0004907 - ANTENNE SMUR DE CORTE;CORTE;Public;94 - Corse
2B0005359;2B0005359 - CH CALVI;CALVI;Public;94 - Corse
2B0005409;2B0005409 - ANTENNE SMUR GHISONACCIA;GHISONACCIA;Public;94 - Corse
2B0005664;2B0005664 - CLINIQUE DE TOGA;VILLE DI PIETRABUGNO;Privé lucratif;94 - Corse
2B0005797;2B0005797 - CENTRE DE DIALYSE SAINTE CATHERINE;VILLE DI PIETRABUGNO;Privé lucratif;94 - Corse
2B0006910;2B0006910 - SITE ANNEXE AGLIANI;BASTIA;Public;94 - Corse
300000023;300000023 - CH ALES CEVENNES;ALES;Public;76 - Occitanie
300000031;300000031 - CH LOUIS PASTEUR BAGNOLS SUR CEZE;BAGNOLS SUR CEZE;Public;76 - Occitanie
300000049;300000049 - CH BEAUCAIRE;BEAUCAIRE;Public;76 - Occitanie
300000056;300000056 - CH PONT ST ESPRIT;PONT SAINT ESPRIT;Public;76 - Occitanie
300000064;300000064 - CH UZES;UZES;Public;76 - Occitanie
300000072;300000072 - CH LE VIGAN;LE VIGAN;Public;76 - Occitanie
300000080;300000080 - CHS LE MAS CAREIRON UZES;UZES;Public;76 - Occitanie
300000387;300000387 - AEMC;MOLIERES CAVAILLAC;Privé non lucratif;76 - Occitanie
300000478;300000478 - CH LES CHATAIGNIERS PONTEILS;PONTEILS ET BRESIS;Public;76 - Occitanie
300000759;300000759 - ASSOC CIGALIERES;NIMES;Privé non lucratif;76 - Occitanie
300002128;300002128 - CHATEAU DE COULORGUES BAGNOLS SUR CEZE;BAGNOLS SUR CEZE;Privé non lucratif;76 - Occitanie
300002169;300002169 - SMR LES CADIERES ST PRIVAT DES VIEUX;SAINT PRIVAT DES VIEUX;Privé non lucratif;76 - Occitanie
300002508;300002508 - CL DU GRAND AVIGNON LES ANGLES;LES ANGLES;Privé lucratif;76 - Occitanie
300007119;300007119 - AIDER SANTE UAD UDM CH ALES 1;ALES;Privé non lucratif;76 - Occitanie
300008588;300008588 - NEPHROCARE NIMES NEWCO 3;NIMES;Privé lucratif;76 - Occitanie
300008638;300008638 - NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;BAGNOLS SUR CEZE;Privé lucratif;76 - Occitanie
300012309;300012309 - ADENE HAD NIMES;NIMES;Privé non lucratif;76 - Occitanie
300012358;300012358 - CTRE MED L'EGREGORE CAVEIRAC UGECAM;CAVEIRAC;Privé non lucratif;76 - Occitanie
300012481;300012481 - USLD LES CIGALES CH ALES;SAINT CHRISTOL LEZ ALES;Public;76 - Occitanie
300012499;300012499 - USLD LA ROSE DES VENTS CH ALES;ALES;Public;76 - Occitanie
300012598;300012598 - GCS NEUROCHIRURGIE DU GARD;NIMES;Privé non lucratif;76 - Occitanie
300013745;300013745 - ADENE HAD ALES;ALES;Privé non lucratif;76 - Occitanie
300013778;300013778 - HAD 3G SANTE NIMES;NIMES;Privé lucratif;76 - Occitanie
300017209;300017209 - KENVAL ICG NIMES;NIMES;Privé lucratif;76 - Occitanie
300017423;300017423 - CTRE MED L'EGREGORE CAVEIRAC AUDAVIE;CAVEIRAC;Privé non lucratif;76 - Occitanie
300017431;300017431 - AIDER SANTE CENTRE GCS PAAC ALES 2;ALES;Privé non lucratif;76 - Occitanie
300021383;300021383 - USLD CH PONT ST ESPRIT;PONT SAINT ESPRIT;Public;76 - Occitanie
300021961;300021961 - AIDER SANTE DIALYSE DOMICILE NIMES;NIMES;Privé non lucratif;76 - Occitanie
300780111;300780111 - SMR LA POMAREDE FILIERIS;LES SALLES DU GARDON;Privé non lucratif;76 - Occitanie
300780137;300780137 - NOUVELLE CL BONNEFON ALES;ALES;Privé lucratif;76 - Occitanie
300780152;300780152 - HOPITAL PRIVE LES FRANCISCAINES NIMES;NIMES;Privé lucratif;76 - Occitanie
300780210;300780210 - CL BELLE RIVE VILLENEUVE LES AVIGNON;VILLENEUVE LES AVIGNON;Privé lucratif;76 - Occitanie
300780244;300780244 - CL DU PONT DU GARD REMOULINS;REMOULINS;Privé lucratif;76 - Occitanie
300780251;300780251 - CL PSYCHIATRIQUE QUISSAC;QUISSAC;Privé lucratif;76 - Occitanie
300780269;300780269 - CL LES SOPHORAS NIMES;NIMES;Privé lucratif;76 - Occitanie
300780285;300780285 - CL VALDEGOUR NIMES;NIMES;Privé lucratif;76 - Occitanie
300780384;300780384 - CTRE PROTECTION INFANTILE MONTAURY CRF;NIMES;Privé non lucratif;76 - Occitanie
300780442;300780442 - CTRE SSR LES CHATAIGNIERS MOLIERES CAV;MOLIERES CAVAILLAC;Privé lucratif;76 - Occitanie
300780491;300780491 - CL LES OLIVIERS GALLARGUES;GALLARGUES LE MONTUEUX;Privé lucratif;76 - Occitanie
300781424;300781424 - CL LA CAMARGUE BOUILLARGUES;BOUILLARGUES;Privé lucratif;76 - Occitanie
300781440;300781440 - SMR DOMAINE DU CROS QUISSAC;QUISSAC;Privé lucratif;76 - Occitanie
300782117;300782117 - CHU NIMES CAREMEAU;NIMES;Public;76 - Occitanie
300782125;300782125 - CTRE SOINS PA SERRE CAVALIER CHU NIMES;NIMES;Public;76 - Occitanie
300782141;300782141 - CENTRE MEDICAL GRAU DU ROI CHU NIMES;LE GRAU DU ROI;Public;76 - Occitanie
300786274;300786274 - INSTITUT REINS AVEUGLES ARAMAV NIMES;NIMES;Privé non lucratif;76 - Occitanie
300787421;300787421 - AIDER SANTE UAD UDM CHU NIMES;NIMES;Privé non lucratif;76 - Occitanie
300788502;300788502 - POLYCLINIQUE GRAND SUD NIMES;NIMES;Privé lucratif;76 - Occitanie
310000187;310000187 - SA CL DE BEAUPUY;BEAUPUY;Privé lucratif;76 - Occitanie
310000310;310000310 - CH COMMINGES PYRENEES SITE ST PLANCARD;SAINT GAUDENS;Public;76 - Occitanie
310000336;310000336 - CH REVEL;REVEL;Public;76 - Occitanie
310000369;310000369 - CH GERARD MARCHANT TOULOUSE;TOULOUSE;Public;76 - Occitanie
310000427;310000427 - SA AUFRERY;PIN BALMA;Privé lucratif;76 - Occitanie
310005459;310005459 - HAD SANTE RELAIS DOMICILE;TOULOUSE;Privé non lucratif;76 - Occitanie
310006473;310006473 - NEPHROCARE OC UAD RIEUX VOLVESTRE;RIEUX VOLVESTRE;Privé lucratif;76 - Occitanie
310011838;310011838 - CL NEPHRO ST EXUPERY UDM CORNEBARRIEU;CORNEBARRIEU;Privé lucratif;76 - Occitanie
310013628;310013628 - CH MURET;MURET;Public;76 - Occitanie
310014329;310014329 - SSR BASSE VISION A MATHIS ST GAUDENS;SAINT GAUDENS;Privé non lucratif;76 - Occitanie
310016977;310016977 - HOPITAUX MERE & ENFANTS CHU TOULOUSE;TOULOUSE;Public;76 - Occitanie
310018650;310018650 - SECTORISATION PSY NEBOUZAN ASEI;SAINT GAUDENS;Privé non lucratif;76 - Occitanie
310018684;310018684 - CL NEPHRO ST EXUPERY UAD TLS SANS;TOULOUSE;Privé lucratif;76 - Occitanie
310019351;310019351 - HOPITAL LARREY CHU TOULOUSE;TOULOUSE;Public;76 - Occitanie
310020169;310020169 - AAIR UAD COLOMIERS MONNET;COLOMIERS;Privé non lucratif;76 - Occitanie
310020938;310020938 - CL SMR VAL DE SAUNE QUINT FONSEGRIVES;QUINT FONSEGRIVES;Privé lucratif;76 - Occitanie
310021571;310021571 - CL DES MINIMES TOULOUSE;TOULOUSE;Privé lucratif;76 - Occitanie
310022298;310022298 - HOPITAL GARONNE CHU TOULOUSE;TOULOUSE;Public;76 - Occitanie
310023007;310023007 - CL LA RECOUVRANCE;FRONTON;Privé lucratif;76 - Occitanie
310025333;310025333 - ONCOPOLE CHU TOULOUSE;TOULOUSE;Public;76 - Occitanie
310026083;310026083 - CL RIVE GAUCHE TOULOUSE;TOULOUSE;Privé lucratif;76 - Occitanie
310026612;310026612 - CL NEPHRO ST EXUPERY UDM UNION ST JEAN;SAINT JEAN;Privé lucratif;76 - Occitanie
310026919;310026919 - AAIR UAD UDM DD RAMONVILLE ST AGNE;RAMONVILLE SAINT AGNE;Privé non lucratif;76 - Occitanie
310026927;310026927 - CL CAPIO LA CROIX DU SUD QUINT FONSEGR;QUINT FONSEGRIVES;Privé lucratif;76 - Occitanie
310031414;310031414 - CL NEPHRO ST EXUPERY UAD QUINT;QUINT FONSEGRIVES;Privé lucratif;76 - Occitanie
310031927;310031927 - AAIR UAD TOULOUSE PERIOLE;TOULOUSE;Privé non lucratif;76 - Occitanie
310035548;310035548 - AAIR UAD CASTELNAU D'ESTRETEFONDS;CASTELNAU D ESTRETEFONDS;Privé non lucratif;76 - Occitanie
310780119;310780119 - CL DE MONTBERON;MONTBERON;Privé lucratif;76 - Occitanie
310780143;310780143 - CL DU CHATEAU DE SEYSSES;SEYSSES;Privé lucratif;76 - Occitanie
310780150;310780150 - CL MEDIPOLE GARONNE TOULOUSE;TOULOUSE;Privé lucratif;76 - Occitanie
310780234;310780234 - CL DU CABIROL COLOMIERS;COLOMIERS;Privé lucratif;76 - Occitanie
310780259;310780259 - CL PASTEUR TOULOUSE;TOULOUSE;Privé lucratif;76 - Occitanie
310780283;310780283 - CL DE L'UNION SAINT JEAN;SAINT JEAN;Privé lucratif;76 - Occitanie
310780358;310780358 - MAISON DE SANTE DE MAILHOL LABASTIDE;LABASTIDE BEAUVOIR;Privé lucratif;76 - Occitanie
310780366;310780366 - CL MONIE VILLEFRANCHE DE LAURAGAIS;VILLEFRANCHE DE LAURAGAIS;Privé lucratif;76 - Occitanie
310780374;310780374 - CL DU CHATEAU DE VERNHES BONDIGOUX;BONDIGOUX;Privé lucratif;76 - Occitanie
310780382;310780382 - CL AMBROISE PARE TOULOUSE;TOULOUSE;Privé lucratif;76 - Occitanie
310780481;310780481 - MECS CASTELNOUVEL LEGUEVIN UGECAM;LEGUEVIN;Privé non lucratif;76 - Occitanie
310781000;310781000 - CL DES CEDRES CORNEBARRIEU;CORNEBARRIEU;Privé lucratif;76 - Occitanie
310781067;310781067 - HOPITAL JOSEPH DUCUING TOULOUSE;TOULOUSE;Privé non lucratif;76 - Occitanie
310781125;310781125 - CL ST ROCH FRONTON;FRONTON;Privé lucratif;76 - Occitanie
310781141;310781141 - CL DU VIEUX CHATEAU D'OC CASTELMAUROU;CASTELMAUROU;Privé lucratif;76 - Occitanie
310781174;310781174 - CL BLAGNAC;BLAGNAC;Privé lucratif;76 - Occitanie
310781422;310781422 - CENTRE PAUL DOTTIN RAMONVILLE ST AGNE;RAMONVILLE SAINT AGNE;Privé non lucratif;76 - Occitanie
310781430;310781430 - CTRE POST CURE ROUTE NOUVELLE TOULOUSE;TOULOUSE;Privé non lucratif;76 - Occitanie
310781505;310781505 - CL D'OCCITANIE MURET;MURET;Privé lucratif;76 - Occitanie
310781695;310781695 - POLYCL MEDICALE DE LA LEZE;LAGARDELLE SUR LEZE;Privé lucratif;76 - Occitanie
310781984;310781984 - CL DE VERDAICH GAILLAC TOULZA;GAILLAC TOULZA;Privé lucratif;76 - Occitanie
